bookID,title,authors,average_rating,isbn,isbn13
9365,Atlas Shrugged,Ayn Rand,3.69,0394415760,9.78039E+12
9370,Skinny Legs and All,Tom Robbins,4.04,1842430343,9.78184E+12
9376,Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,4.19,0449910288,9.78045E+12
9386,Free Play: Improvisation in Life and Art,Stephen Nachmanovitch,4.14,0874776317,9.78087E+12
9409,The Sari Shop,Rupa Bajwa,3.44,039332690X,9.78039E+12
9416,Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.64,0440241413,9.78044E+12
9417,Shopaholic and Sister (Shopaholic  #4),Sophie Kinsella,3.66,044024191X,9.78044E+12
9418,Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,3.76,0440241812,9.78044E+12
9419,Shopaholic Ties the Knot (Shopaholic  #3),Sophie Kinsella,3.78,0440241898,9.78044E+12
9420,Shopaholic & Baby (Shopaholic  #5),Sophie Kinsella,3.79,0385338708,9.78039E+12
9423,The Secret Dreamworld of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.64,0552998877,9.78055E+12
9427,The Story of Chicago May,Nuala O'Faolain,3.24,1573223204,9.78157E+12
9431,Chicago Stories,James T. Farrell/Charles Fanning,3.89,0252019814,9.78025E+12
9435,Chicago Stories: Tales of the City,John  Miller/Stuart Dybek,3.6,0811839745,9.78081E+12
9438,The Basic Works of Aristotle,Aristotle/Richard Peter McKeon/C.D.C. Reeve,4.24,0375757996,9.78038E+12
9439,Fear and Trembling and The Sickness Unto Death,Søren Kierkegaard/Walter Lowrie,4.1,0691019622,9.78069E+12
9442,Selections from Don Quixote - Selecciones de Don Quijote de la Mancha,Miguel de Cervantes Saavedra/Stanley Appelbaum,3.34,0486406660,9.78049E+12
9444,The Complete Collected Poems,Maya Angelou,4.42,067942895X,9.78068E+12
9454,Hegel's Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/A.V. Miller/John Niemeyer Findlay,3.93,0198245971,9.7802E+12
9456,Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/Yirmiyahu Yovel,4.06,0691120528,9.78069E+12
9457,Hegel's Phenomenology of Spirit,Martin Heidegger/Kenneth Maly/Parvis Emad,4.18,0253209102,9.78025E+12
9462,Plato: Complete Works,Plato/John M. Cooper/Benjamin Jowett/Dorothea Frede/Alexander Nehamas/Paul Woodruff/Anthony Kenny/Rosamond Kent Sprague/Nicholas D. Smith/Karen Bell/D.S. Hutchinson/Donald J. Zeyl/Francisco J. González/Diskin Clay/Malcolm Schofield/Glenn R. Morrow/Jonathan Barnes/G.M.A. Grube/Brad Inwood/Mark Joyal/Jackson P. Hershbell/J.M. Edmonds/C.D.C. Reeve/Myles Burnyeat/Nicholas P. White/Mary Louise Gill/C.J. Rowe/Stanley Lombardo/David Gallop/Jeffrey Mitscherling/Richard D. McKiharan Jr./Andrew S. Becker/Mark Reuter/M.J. Levett/Paul        Ryan,4.35,0872203492,9.78087E+12
9464,A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,Christopher Biffle/Plato,4.33,1559343567,9.78156E+12
9475,Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,3.82,0439474299,9.78044E+12
9479,The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,3.9,080755538X,9.78081E+12
9484,Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.4,0375752196,9.78038E+12
9486,Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,Miroslav Volf,4.27,0687002826,9.78069E+12
9487,A Time to Embrace (Timeless Love  #2),Karen Kingsbury,4.35,1595542329,9.7816E+12
9489,Devil's Embrace (Devil  #1),Catherine Coulter,3.8,0451200268,9.78045E+12
9490,The Book of Embraces,Eduardo Galeano/Cedric Belfrage/Mark Schafer,4.3,0393308553,9.78039E+12
9491,Experiencing Father's Embrace,Jack Frost,4.33,0768423481,9.78077E+12
9493,A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,4.21,080282966X,9.7808E+12
9497,Memory's Embrace (Corbins  #3),Linda Lael Miller,4.19,0671737694,9.78067E+12
9498,Beauty: The Invisible Embrace,John O'Donohue,4.47,0060957263,9.78006E+12
9501,Embrace,Mark Behr,3.8,0349113009,9.78035E+12
9503,Saving Fish from Drowning,Amy Tan,3.43,034546401X,9.78035E+12
9506,Un Lugar Llamado Nada,Amy Tan/Claudia Conde,3.43,840806701X,9.78841E+12
9507,Virginia Woolf: An Inner Life,Julia Briggs,4.15,0156032295,9.78016E+12
9512,Measure for Measure,William Shakespeare,3.68,014101380X,9.78014E+12
9515,Henry Adams and the Making of America,Garry Wills,3.79,0618134301,9.78062E+12
9516,Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi/Mattias Ripa,4.25,037571457X,9.78038E+12
9517,Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi/Anjali Singh,4.24,0375714669,9.78038E+12
9525,Chicken with Plums,Marjane Satrapi,3.86,0375424156,9.78038E+12
9526,Embroideries,Marjane Satrapi/Anjali Singh,3.86,0375714677,9.78038E+12
9529,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón/Lucia Graves,4.26,0753820250,9.78075E+12
9531,Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry/Ridley Pearson/Greg Call,4.16,078683787X,9.78079E+12
9532,Ender's Shadow (The Shadow Series  #1),Orson Scott Card,4.31,0765342405,9.78077E+12
9534,Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,3.95,0812565959,9.78081E+12
9538,Shadow Dance (Buchanan-Renard  #6),Julie Garwood,4,0345453867,9.78035E+12
9539,The Shadow Rising (The Wheel of Time  #4),Robert Jordan,4.24,0812513738,9.78081E+12
9540,The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,David Horowitz/Richard Poe,4.2,1595550445,9.7816E+12
9542,Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara/Michelle Sagara West,3.79,0373802544,9.78037E+12
9544,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,4.04,0062507540,9.78006E+12
9550,In Praise of Shadows,Jun'ichirō Tanizaki/Thomas J. Harper/Edward G. Seidensticker,4.09,0099283573,9.7801E+12
9551,Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,4.4,006062213X,9.78006E+12
9553,Shadow Game (GhostWalkers  #1),Christine Feehan,4.12,0515135968,9.78052E+12
9556,The Elephant Vanishes,Haruki Murakami/Alfred Birnbaum/Jay Rubin,3.86,0099448750,9.7801E+12
9557,Sputnik Sweetheart,Haruki Murakami/Philip Gabriel,3.83,0099448475,9.7801E+12
9558,Back to Wando Passo,David     Payne,3.25,0060851899,9.78006E+12
9566,Still Life with Woodpecker,Tom Robbins,4.05,184243022X,9.78184E+12
9567,Half Asleep in Frog Pajamas,Tom Robbins,3.74,184243036X,9.78184E+12
9571,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,0553107755,9.78055E+12
9577,PanAroma: Jitterbug Perfume,Tom Robbins/Nikolaus Hansen,4.25,3499156717,9.7835E+12
9582,Ein Platz für Hot Dogs: Another Roadside Attraction,Tom Robbins/Pociao/Roberto de Hollanda,3.98,3499154293,9.7835E+12
9585,Halbschlaf im Froschpyjama,Tom Robbins/Pociao/Walter Hartmann,3.74,3499224429,9.7835E+12
9590,God Bless You  Mr. Rosewater,Kurt Vonnegut Jr.,3.96,0385333471,9.78039E+12
9591,Wampeters  Foma and Granfalloons,Kurt Vonnegut Jr.,3.79,0385333811,9.78039E+12
9592,Mother Night,Kurt Vonnegut Jr.,4.22,0385334141,9.78039E+12
9593,Galápagos,Kurt Vonnegut Jr.,3.88,0385333870,9.78039E+12
9594,Timequake,Kurt Vonnegut Jr.,3.72,0099267543,9.7801E+12
9595,Slapstick  or Lonesome No More!,Kurt Vonnegut Jr.,3.87,0385334230,9.78039E+12
9599,Like Shaking Hands with God: A Conversation About Writing,Kurt Vonnegut Jr./Lee Stringer,3.72,0743410580,9.78074E+12
9602,Palm Sunday: An Autobiographical Collage,Kurt Vonnegut Jr.,3.77,0385334265,9.78039E+12
9603,Sun  Moon  Star,Kurt Vonnegut Jr./Ivan Chermayeff,3.78,0060263199,9.78006E+12
9605,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,4.36,051712436X,9.78052E+12
9619,Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,4.41,0060544880,9.78006E+12
9620,Farewell Summer (Green Town  #3),Ray Bradbury,3.72,0061131547,9.78006E+12
9622,Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Ray Bradbury,4.21,0553286374,9.78055E+12
9623,Dandelion Wine,Ray Bradbury,4.09,0380977265,9.78038E+12
9626,The Homecoming,Ray Bradbury/Dave McKean,4.08,0060859628,9.78006E+12
9629,Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,4.1,1877741094,9.78188E+12
9632,Switch on the Night,Ray Bradbury/Leo Dillon/Diane Dillon,4.13,0553112449,9.78055E+12
9633,The Best of Ray Bradbury,Ray Bradbury/Dave Gibbons/Richard Corben/Mike Mignola,4.07,0743474767,9.78074E+12
9635,The Bradbury Chronicles: The Life of Ray Bradbury,Sam Weller,4.24,0060545844,9.78006E+12
9638,The Cat's Pajamas,Ray Bradbury,3.73,0060777338,9.78006E+12
9639,Essays,George Orwell/John Carey,4.33,0375415033,9.78038E+12
9644,Why I Write,George Orwell,4.03,0143036351,9.78014E+12
9646,Homage to Catalonia,George Orwell/Lionel Trilling,4.14,0156421178,9.78016E+12
9648,Keep the Aspidistra Flying,George Orwell,3.88,0141183721,9.78014E+12
9652,The Orwell Reader: Fiction  Essays  and Reportage,George Orwell/Richard H. Rovere,4.38,0156701766,9.78016E+12
9653,If on a Winter's Night a Traveler,Italo Calvino/William Weaver/Peter Washington,4.05,0679420258,9.78068E+12
9657,Parachutes & Kisses,Erica Jong,3.46,1585425001,9.78159E+12
9659,Fear of Fifty: A Midlife Memoir,Erica Jong,3.55,1585425249,9.78159E+12
9660,How to Save Your Own Life: An Isadora Wing Novel,Erica Jong/Anthony Burgess,3.6,1585424994,9.78159E+12
9666,Any Woman's Blues,Erica Jong,3.51,1585425494,9.78159E+12
9669,What Do Women Want?: Essays by Erica Jong,Erica Jong,3.69,1585425540,9.78159E+12
9677,Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Erica Jong,3.79,0393324354,9.78039E+12
9681,Serenissima aka Shylock's Daughter,Erica Jong,3.29,0440201047,9.78044E+12
9696,Dogeaters,Jessica Hagedorn,3.59,1559362154,9.78156E+12
9704,Crescent and Star: Turkey Between Two Worlds,Stephen Kinzer,3.84,0374528667,9.78037E+12
9712,Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,3.91,140003468X,9.7814E+12
9713,El amor en los tiempos del cólera,Gabriel García Márquez,3.91,9500703203,9.7895E+12
9714,Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,Thomas Fahy,4.24,0826414753,9.78083E+12
9717,The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,4.1,0571224385,9.78057E+12
9723,Obasan,Joy Kogawa,3.64,0385468865,9.78039E+12
9735,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Orson Scott Card,4.49,0765344955,9.78077E+12
9739,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.07,0812532570,9.78081E+12
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.75,0307237699,9.78031E+12
9746,Mao: The Unknown Story,Jung Chang/Jon Halliday,3.83,0679746323,9.78068E+12
9754,The Art of War,Mao Zedong,4.2,097607267X,9.78098E+12
9755,Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,4.18,0060826584,9.78006E+12
9763,Wild Swans: Three Daughters of China,Jung Chang,4.26,0007176155,9.78001E+12
9767,The Wild Swans,Peg Kerr,3.67,0446608475,9.78045E+12
9784,Women in Love,D.H. Lawrence,3.67,0486424588,9.78049E+12
9786,Women Who Love Too Much,Robin Norwood,4.02,0099474123,9.7801E+12
9787,Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why,Susan Forward/Joan Torres,4.09,0553381415,9.78055E+12
9789,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,0767902521,9.78077E+12
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,0307279464,9.78031E+12
9796,A Walk in the Woods (Stickerific),Walt Disney Company,3.5,0736411038,9.78074E+12
9799,The Fortress of Solitude,Jonathan Lethem,3.88,0571219357,9.78057E+12
9802,Fortress of Solitude / The Devil Genghis,Kenneth Robeson/Lester Dent,3.99,1932806490,9.78193E+12
9806,Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,Italo Calvino,4.27,0330261568,9.78033E+12
9811,Difficult Loves,Italo Calvino,3.94,0156260557,9.78016E+12
9813,The Nonexistent Knight & The Cloven Viscount,Italo Calvino,4.03,0156659751,9.78016E+12
9815,The View from Castle Rock,Alice Munro,3.68,1400042828,9.7814E+12
9816,The View From Castle Rock,Alice Munro,3.68,0771065264,9.78077E+12
9820,Crossing to Safety,Wallace Stegner/Terry Tempest Williams/T.H. Watkins,4.16,037575931X,9.78038E+12
9826,Oh Rats! The Story of Rats and People,Albert Marrin/C.B. Mordan,3.77,0525477624,9.78053E+12
9827,King Rat (Asian Saga  #4),James Clavell,4.14,0385333765,9.78039E+12
9828,Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,"John ""Red"" Shea/Mark Wahlberg",3.51,0060837160,9.78006E+12
9831,Julius Knipl  Real Estate Photographer: The Beauty Supply District,Ben Katchor,4.35,0375700986,9.78038E+12
9832,Blind Willow  Sleeping Woman: 24 Stories,Haruki Murakami/Ellen Archer/Patrick Lawlor,3.84,1400102952,9.7814E+12
9833,Blind Willow  Sleeping Woman,Haruki Murakami/Philip Gabriel/Jay Rubin,3.84,1400044618,9.7814E+12
9838,The Bookseller of Kabul,Åsne Seierstad/Ingrid Christopherson,3.77,0316159417,9.78032E+12
9840,Jasmine and Stars: Reading More Than Lolita in Tehran,Fatemeh Keshavarz,3.63,0807831093,9.78081E+12
9841,Making Globalization Work,Joseph E. Stiglitz,3.85,0393061221,9.78039E+12
9844,Prep : A Novel,Curtis Sittenfeld,3.38,081297235X,9.78081E+12
9862,Tan fuerte  tan cerca,Jonathan Safran Foer,3.98,8426415164,9.78843E+12
9863,The Wizard of Oz,Salman Rushdie/Richard Maltby/Melvyn Bragg,4,0851703003,9.78085E+12
9864,The Ground Beneath Her Feet,Salman Rushdie,3.79,0312254997,9.78031E+12
9865,The Moor's Last Sigh,Salman Rushdie,3.93,009959241X,9.7801E+12
9866,Los Versos Satánicos,Salman Rushdie,3.71,8497598369,9.7885E+12
9873,Dangling Man,Saul Bellow/Salman Rushdie,3.54,0140189351,9.78014E+12
9875,Grimus,Salman Rushdie,3.41,0812969995,9.78081E+12
9888,Breakfast at Tiffany's,Truman Capote,3.89,0140274111,9.78014E+12
9897,Jesus' Son,Denis Johnson,4.09,041377242X,9.78041E+12
9903,Angels,Denis Johnson,3.72,0099440830,9.7801E+12
9904,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Denis Johnson,4.15,0060926961,9.78006E+12
9908,The Stars at Noon,Denis Johnson,3.58,0060976101,9.78006E+12
9912,The Rules of Attraction,Bret Easton Ellis,3.68,067978148X,9.78068E+12
9913,Glamorama,Bret Easton Ellis,3.46,0375703845,9.78038E+12
9915,Less Than Zero,Bret Easton Ellis,3.58,0679781498,9.78068E+12
9919,A Christmas Memory,Truman Capote,4.24,0375837892,9.78038E+12
9920,In Cold Blood,Truman Capote/Bob Colacello,4.07,0375507906,9.78038E+12
9921,The Southern Haunting of Truman Capote,James C.    Simmons/Marie Rudisill,3.9,1581821360,9.78158E+12
9922,Summer Crossing,Truman Capote,3.44,0812975936,9.78081E+12
9923,Answered Prayers,Truman Capote,3.49,0141185937,9.78014E+12
9924,The Grass Harp  Including A Tree of Night and Other Stories,Truman Capote,4.01,0679745572,9.78068E+12
9929,From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,Rudolph R. Windsor/El Hagahn,4.31,0962088110,9.78096E+12
9931,Cruelest Journey: Six Hundred Miles To Timbuktu,Kira Salak,3.93,0792274571,9.78079E+12
9936,Between Time and Timbuktu or Prometheus-5,Kurt Vonnegut Jr.,3.46,0385280793,9.78039E+12
9950,Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,Ian Buruma,3.72,1594201080,9.78159E+12
9957,The Cement Garden,Ian McEwan,3.54,0099468387,9.7801E+12
9961,Atonement,Ian McEwan,3.9,0099429799,9.7801E+12
9974,Gertrud The Great Of Helfta: Spiritual Exercises,Gertrude the Great/Gertrud Jaron Lewis,3.43,0879074493,9.78088E+12
9975,Gertrud,Hermann Hesse,3.85,3518373900,9.78352E+12
9981,Der Prozess,Franz Kafka,3.98,0805232117,9.78081E+12
9987,Naokos Lächeln,Haruki Murakami/Ursula Gräfe,4.03,3442730503,9.78344E+12
9997,The Ruined Map,Kōbō Abe/E. Dale Saunders,3.55,0375726527,9.78038E+12
10000,The Face of Another,Kōbō Abe/E. Dale Saunders,3.78,0375726535,9.78038E+12
10002,Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,Kōbō Abe/Donald Keene,3.91,0231082819,9.78023E+12
10004,Secret Rendezvous,Kōbō Abe/Juliet Winters Carpenter,3.61,0375726543,9.78038E+12
10006,Oracle Night,Paul Auster,3.78,0965913228,9.78097E+12
10008,Eleanor Rigby,Douglas Coupland,3.65,1582346437,9.78158E+12
10009,Homo Faber,Max Frisch,3.74,0156421356,9.78016E+12
10013,Erläuterungen Zu Max Frisch  Homo Faber,Bernd Matzkowski,3.6,3804417833,9.7838E+12
10023,Homo faber: Ein Bericht.,Max Frisch,3.74,3458340440,9.78346E+12
10029,The Philosophy of Jean-Paul Sartre,Jean-Paul Sartre,3.89,1400076323,9.7814E+12
10033,Being and Nothingness,Jean-Paul Sartre/Hazel E. Barnes/Mary Warnock/Richard Eyre,3.96,0415278481,9.78042E+12
10034,The Age of Reason,Jean-Paul Sartre,3.98,0679738959,9.78068E+12
10040,Die Entdeckung der Langsamkeit,Sten Nadolny,3.95,3492207006,9.78349E+12
10050,Youth in Revolt: The Journals of Nick Twisp,C.D. Payne,4.02,0385481969,9.78039E+12
10055,And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,Deborah Spungen,4.1,0449911411,9.78045E+12
10057,Sid and Nancy: Love Kills,Alex Cox/Abbe Wool,3.48,0571145450,9.78057E+12
10058,Flags of Our Fathers,James D. Bradley/Ron Powers,4.19,0553384155,9.78055E+12
10061,Flags of Our Fathers: A Young People's Edition,Michael R. French/Ron Powers/James D. Bradley,4.17,0440229200,9.78044E+12
10073,A Long Way Down,Nick Hornby,3.42,1594481938,9.78159E+12
10075,Clockwork (Cover to Cover),Philip Pullman,3.87,185549695X,9.78186E+12
10079,Mary Queen of Scots,Antonia Fraser,4.05,038531129X,9.78039E+12
10080,Mary Queen of Scots and the Murder of Lord Darnley,Alison Weir,4.04,0712664564,9.78071E+12
10083,On the Trail of Mary  Queen of Scots,J. Keith Cheetham,3.25,0946487502,9.78095E+12
10084,River of Blue Fire (Otherland  #2),Tad Williams,4.02,0886778441,9.78089E+12
10089,Mary  Queen of Scots: Queen Without a Country,Kathryn Lasky,3.83,0439194040,9.78044E+12
10090,Mountain of Black Glass (Otherland  #3),Tad Williams,4.05,0886779065,9.78089E+12
10096,Mary  Queen of Scots: Pride  Passion and a Kingdom Lost,Jenny Wormald,3.72,1860645887,9.78186E+12
10097,Queen of Scots: The True Life of Mary Stuart,John Guy,3.93,0618254110,9.78062E+12
10105,The Last Wife of Henry VIII,Carolly Erickson,3.89,0312352182,9.78031E+12
10106,The Children of Henry VIII,Alison Weir,4.05,0345407865,9.78035E+12
10107,The Last Days of Henry VIII,Robert Hutchinson,4.14,0060837330,9.78006E+12
10108,The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,Margaret George,4.26,0312194390,9.78031E+12
10112,Henry VIII (Shakespeare  Pelican),William Shakespeare/Stephen Orgel,3.54,0140714758,9.78014E+12
10115,The Memoirs of Cleopatra,Margaret George,4.18,0330353829,9.78033E+12
10118,Saint George and the Dragon,Margaret Hodges/Trina Schart Hyman,4.18,0316367958,9.78032E+12
10126,Kiss Me Like a Stranger: My Search for Love and Art,Gene Wilder,3.9,0312337078,9.78031E+12
10134,Wie ich eines schönen Morgens im April das 100%ige Mädchen sah,Haruki Murakami/Nora Bierich,3.8,3499222507,9.7835E+12
10147,The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle/Kyle Freeman,4.49,1593080344,9.78159E+12
10148,The Complete Sherlock Holmes  Volume II,Arthur Conan Doyle/Kyle Freeman,4.47,1593080409,9.78159E+12
10156,The Last of Her Kind,Sigrid Nunez,3.72,0312425945,9.78031E+12
10165,Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,Helen Fisher,3.94,0449908976,9.78045E+12
10170,The Devil's in the Details (A Camilla MacPhee Mystery  #4),Mary Jane Maffini,4,189491712X,9.78189E+12
10172,Wigfield: The Can-Do Town That Just May Not,Amy Sedaris/Stephen Colbert/Paul Dinello,3.58,1565117727,9.78157E+12
10173,The SantaLand Diaries and Season's Greetings,David Sedaris/Joe Mantello,4.18,0822216310,9.78082E+12
10174,Jenny and the Jaws of Life: Short Stories,Jincy Willett/David Sedaris,3.74,0312306180,9.78031E+12
10200,Venac sonetnih venaca; Puževa srma,Dobrica Erić,0,8644101277,9.78864E+12
10203,View With a Grain of Sand: Selected Poems,Wisława Szymborska/Stanisław Barańczak/Clare Cavanagh,4.33,0156002167,9.78016E+12
10204,View with a Grain of Sand: Selected Poems,Wisława Szymborska,4.33,0571191630,9.78057E+12
10205,Poems New and Collected,Wisława Szymborska/Clare Cavanagh,4.43,0156011468,9.78016E+12
10206,Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska,Wisława Szymborska/Magnus J. Kruyski,4.36,0691013802,9.78069E+12
10208,Miracle Fair: Selected Poems,Wisława Szymborska/Joanna Trzeciak/Czesław Miłosz,4.42,0393323854,9.78039E+12
10210,Jane Eyre,Charlotte Brontë/Michael Mason,4.12,0142437204,9.78014E+12
10215,The Far Pavilions,M.M. Kaye,4.21,0517333414,9.78052E+12
10217,Death in Kashmir,M.M. Kaye,3.95,0312263104,9.78031E+12
10219,The Sun in the Morning: My Early Years in India and England,M.M. Kaye,4.22,0312049994,9.78031E+12
10220,Death in the Andamans,M.M. Kaye,3.93,0312252811,9.78031E+12
10221,Death in Berlin,M.M. Kaye,3.89,0312263082,9.78031E+12
10222,The Far Pavilions,M.M. Kaye,4.21,031215125X,9.78031E+12
10224,Enchanted Evening,M.M. Kaye,4.38,0312265816,9.78031E+12
10232,Pathologies of Power: Health  Human Rights and the New War on the Poor,Paul Farmer/Amartya Sen,4.25,0520243269,9.78052E+12
10233,Infections and Inequalities: The Modern Plagues,Paul Farmer,4.09,0520229134,9.78052E+12
10235,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,Tracy Kidder,4.21,0812973011,9.78081E+12
10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,3.97,1570625190,9.78157E+12
10255,Dr. Mary's Monkey: How the Unsolved Murder of a Doctor  a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald  the JFK Assassination and Emerging Global Epidemics,Edward T. Haslam/Jim Marrs,3.92,0977795306,9.78098E+12
10261,The Art of Richard P. Feynman,Michelle Feynman,4.31,2884490477,9.78288E+12
10263,The Early History of God: Yahweh and the Other Deities in Ancient Israel,Mark S. Smith/Patrick D. Miller,4.03,080283972X,9.7808E+12
10269,Haiti  History  and the Gods,Joan Dayan/Colin Dayan,3.95,0520213688,9.78052E+12
10270,Acts of God: The Unnatural History of Natural Disaster in America,Ted Steinberg,3.72,0195309685,9.7802E+12
10285,The World's Religions,Huston Smith,4.07,0062508113,9.78006E+12
10289,Introduction to World Religions,Christopher Partridge,3.78,0800637143,9.7808E+12
10303,FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,Jim  Powell,4,140005477X,9.7814E+12
10308,Folly and Glory (The Berrybender Narratives  #4),Larry McMurtry,3.87,0743262727,9.78074E+12
10310,The Argumentative Indian: Writings on Indian History  Culture and Identity,Amartya Sen,3.8,031242602X,9.78031E+12
10311,Argumentative Indian: Writings On Indian History Culture And Identity,Amartya Sen,3.8,0713996870,9.78071E+12
10324,Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,Karen Rizzo,3.67,1584795425,9.78158E+12
10329,Dumpy's Valentine,Julie Andrews Edwards/Emma Walton Hamilton/Tony Walton/Ruby Randig,3.31,0060885734,9.78006E+12
10332,Mandy,Julie Andrews Edwards/Johanna Westerman,4.24,0061131628,9.78006E+12
10340,Giraffes Can't Dance,Giles Andreae/Guy Parker-Rees/Hugh Laurie,4.3,1846162661,9.78185E+12
10346,The Medici Giraffe and Other Tales of Exotic Animals and Power,Marina Belozerskaya,3.53,0316525650,9.78032E+12
10347,The Giraffe Who Was Afraid of Heights (Physical & Behavioral Adaptation),David A. Ufer/Kirsten Carlson,3.87,0976882302,9.78098E+12
10370,Where the Red Fern Grows with Connections,Wilson Rawls/Rafe Martin/Borden Deal/Kemp P. Battle/Robert Bethke/Harold Courlander/Maya Angelou/Nicholasa Mohr/Dick Perry/John R. Erickson,4.37,0030547741,9.78003E+12
10372,Summer of the Monkeys,Wilson Rawls,4.03,0440415802,9.78044E+12
10382,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,3.88,0307383415,9.78031E+12
10403,Doctor Who: Cat's Cradle-Time's Crucible,Marc Platt,3.22,0426203658,9.78043E+12
10404,Doctor Who: Cat's Cradle-Witch Mark,Andrew    Hunt,3.22,0426203682,9.78043E+12
10405,Doctor Who: Cat's Cradle-Warhead,Andrew Cartmel,3.51,0426203674,9.78043E+12
10412,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,Greg Behrendt/Liz Tuccillo,3.66,141694740X,9.78142E+12
10414,Do Not Open This Book,Michaela Muntean/Pascal Lemaître,3.9,0439698391,9.78044E+12
10416,Not Your Mother's Slow Cooker Cookbook,Beth Hensperger/Julie Kaufmann,3.78,1558322450,9.78156E+12
10417,Hands Are Not for Hitting (Ages 4-7),Martine Agassi/Marieka Heinlen,4.04,1575420775,9.78158E+12
10420,Not So Big House,Sarah Susanka/Kira Obolensky,4.07,1561583766,9.78156E+12
10421,Rodinsky's Room,Rachel Lichtenstein/Iain Sinclair,3.85,1862073295,9.78186E+12
10427,The Rough Guide to Cuba 3,Fiona McAuslan/Matthew  Norman,3.82,1843534096,9.78184E+12
10429,Cuba: A New History,Richard Gott,4.06,0300111142,9.7803E+12
10431,Cuba 15,Nancy Osa,3.45,0385732333,9.78039E+12
10433,Cuba (Jake Grafton #7),Stephen Coonts,3.82,0312971397,9.78031E+12
10441,The Memory Keeper's Daughter,Kim Edwards,3.67,0143037145,9.78014E+12
10445,Too Far to Go: The Maples Stories,John Updike,4.02,0449200167,9.78045E+12
10456,Far to Go (Margaret Thursday  #2),Noel Streatfeild,3.81,0440424941,9.78044E+12
